# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 63K of event 'cpu-clock:HG'
# Event count (approx.): 1276560000000
#
# Overhead       Samples  Command  Shared Object        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  .......  ...................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................     0.01%             7  pal-sgx  libhyrise_impl.so    [.] std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > hyrise::materialize_input<int, int, false>(std::shared_ptr<hyrise::Table const> const&, hyrise::ColumnID, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> >&, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)
     0.01%             7  pal-sgx  libhyrise_impl.so    [.] void hyrise::STLComparisonFunctorWrapper<std::equal_to>::operator()<int, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(int&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&)
     0.01%             7  pal-sgx  libhyrise_impl.so    [.] void hyrise::STLComparisonFunctorWrapper<std::not_equal_to>::operator()<int, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(int&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&)
     0.01%             7  pal-sgx  libjemalloc.so.2     [.] extents_remove_locked
     0.01%             7  pal-sgx  libjemalloc.so.2     [.] je_malloc_default
     0.01%             7  pal-sgx  libpal.so            [.] sgx_copy_from_enclave_verified
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] boost::unordered::detail::foa::table_core<boost::unordered::detail::foa::flat_map_types<float, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::table_arrays, boost::unordered::detail::foa::plain_size_control, boost::hash<float>, std::equal_to<float>, std::allocator<std::pair<float const, float> > >::unchecked_rehash(boost::unordered::detail::foa::table_arrays<std::pair<float const, float>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::pow2_size_policy>&)
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] hyrise::Projection::_on_execute()::$_2::operator()() const
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] hyrise::TableScan::_on_execute()
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] std::_Function_handler<void (), hyrise::partition_by_radix<int, int, true>(std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > const&, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)::{lambda()#1}>::_M_invoke(std::_Any_data const&)
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] void boost::sort::pdqsort_detail::sort3<__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float> > > >, (anonymous namespace)::value_distribution_from_column<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1}>(__gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float> > > >, __gnu_cxx::__normal_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>*, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, float> > > >, (anonymous namespace)::value_distribution_from_column<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(hyrise::Table const&, hyrise::ColumnID, hyrise::HistogramDomain<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, void> const&)::{lambda(auto:1 const&, auto:2 const&)#1})
     0.01%             6  pal-sgx  libhyrise_impl.so    [.] void std::__chunk_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<hyrise::RowID, double>*, std::vector<std::pair<hyrise::RowID, double>, std::allocator<std::pair<hyrise::RowID, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<hyrise::Sort::SortImpl<double>::sort(std::optional<hyrise::RowIDPosList> const&)::{lambda(auto:1)#1}::operator()<std::greater<void> >(std::greater<void>) const::{lambda(std::pair<hyrise::RowID, double>, std::pair<hyrise::RowID, double>)#1}> >(__gnu_cxx::__normal_iterator<std::pair<hyrise::RowID, double>*, std::vector<std::pair<hyrise::RowID, double>, std::allocator<std::pair<hyrise::RowID, double> > > >, __gnu_cxx::__normal_iterator<std::pair<hyrise::RowID, double>*, std::vector<std::pair<hyrise::RowID, double>, std::allocator<std::pair<hyrise::RowID, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<hyrise::Sort::SortImpl<double>::sort(std::optional<hyrise::RowIDPosList> const&)::{lambda(auto:1)#1}::operator()<std::greater<void> >(std::greater<void>) const::{lambda(std::pair<hyrise::RowID, double>, std::pair<hyrise::RowID, double>)#1}>)
     0.01%             6  pal-sgx  libjemalloc.so.2     [.] je_arena_extent_alloc_large
     0.01%             6  pal-sgx  libjemalloc.so.2     [.] je_large_dalloc
     0.01%             6  pal-sgx  libstdc++.so.6.0.33  [.] std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
     0.01%             6  pal-sgx  libsysdb.so          [.] avl_tree_lower_bound_fn
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] (anonymous namespace)::setup_pos_list_mapping(std::shared_ptr<hyrise::Table const> const&)
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] _ZN6hyrise20resolve_segment_typeIiNS_15AbstractSegmentEZNKS_24ReferenceSegmentIterableIiLNS_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS_15segment_iterateIiLNS_10EraseTypesE0EZNS_13AggregateHash18_aggregate_segmentIiLNS_14WindowFunctionE2EmEEvNS_7ChunkIDENS_8ColumnIDERKS1_RSt6vectorINSt11conditionalIXsr3stdE9is_same_vIT1_N5boost9container12small_vectorImLm4ENSJ_3pmr21polymorphic_allocatorImEEvEEEESF_ISH_NSM_ISH_EEE20uninitialized_vectorISH_SP_EE4typeENSM_ISU_EEEEUlRKT_E_EEvSE_RKSH_EUlSY_T0_E_EEvS10_EUlS10_E_EENSt9enable_ifIXsr3stdE9is_same_vIS1_NSt12remove_constIS14_E4typeEEEvE4typeERS14_S13_
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] _ZN6hyrise6Worker5_workENS0_10AllowSleepE$plt
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > > std::__find_if<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const> >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::container::pmr::polymorphic_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const>, std::random_access_iterator_tag)
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] hyrise::Chunk::set_immutable()
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] hyrise::DictionarySegment<float>::lower_bound(boost::variant<boost::detail::variant::over_sequence<boost::mpl::l_item<mpl_::long_<6l>, hyrise::NullValue, boost::mpl::l_item<mpl_::long_<5l>, int, boost::mpl::l_item<mpl_::long_<4l>, long, boost::mpl::l_item<mpl_::long_<3l>, float, boost::mpl::l_item<mpl_::long_<2l>, double, boost::mpl::l_item<mpl_::long_<1l>, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::mpl::l_end> > > > > > >> const&) const
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] hyrise::EqualDistinctCountHistogram<float>::from_column(hyrise::Table const&, hyrise::ColumnID, unsigned long, hyrise::HistogramDomain<float, void> const&)
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] hyrise::JobTask::~JobTask()
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] hyrise::detail::AnySegmentIteratorWrapper<int, hyrise::ReferenceSegmentIterable<int, (hyrise::EraseReferencedSegmentType)1>::MultipleChunkIterator<__gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > > >::dereference() const
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] std::pair<std::__detail::_Node_iterator<std::shared_ptr<hyrise::AbstractLQPNode const>, true, false>, bool> std::_Hashtable<std::shared_ptr<hyrise::AbstractLQPNode const>, std::shared_ptr<hyrise::AbstractLQPNode const>, std::allocator<std::shared_ptr<hyrise::AbstractLQPNode const> >, std::__detail::_Identity, std::equal_to<std::shared_ptr<hyrise::AbstractLQPNode const> >, std::hash<std::shared_ptr<hyrise::AbstractLQPNode const> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_emplace<std::shared_ptr<hyrise::AbstractLQPNode const> const&>(std::integral_constant<bool, true>, std::shared_ptr<hyrise::AbstractLQPNode const> const&)
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] tbb::detail::d2::micro_queue<std::shared_ptr<hyrise::AbstractTask>, tbb::detail::d1::cache_aligned_allocator<std::shared_ptr<hyrise::AbstractTask> > >::pop(void*, unsigned long, tbb::detail::d2::concurrent_queue_rep<std::shared_ptr<hyrise::AbstractTask>, tbb::detail::d1::cache_aligned_allocator<std::shared_ptr<hyrise::AbstractTask> > >&, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d2::concurrent_queue_rep<std::shared_ptr<hyrise::AbstractTask>, tbb::detail::d1::cache_aligned_allocator<std::shared_ptr<hyrise::AbstractTask> > > >&)
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] void hyrise::ReferenceSegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseReferencedSegmentType)0>::_on_with_iterators<hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, hyrise::AggregateHash::_partition_by_groupby_keys<std::array<unsigned long, 2ul> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, hyrise::AggregateHash::_partition_by_groupby_keys<std::array<unsigned long, 2ul> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1}>(hyrise::segment_iterate<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseTypes)0, hyrise::AggregateHash::_partition_by_groupby_keys<std::array<unsigned long, 2ul> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1}>(hyrise::AbstractSegment const&, hyrise::AggregateHash::_partition_by_groupby_keys<std::array<unsigned long, 2ul> >()::{lambda()#1}::operator()() const::{lambda(auto:1)#1}::operator()<boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > > >(boost::hana::basic_type<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >) const::{lambda(auto:1 const&)#1} const&)::{lambda(auto:1, auto:2)#1} const&) const
     0.01%             5  pal-sgx  libhyrise_impl.so    [.] void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter)
     0.01%             5  pal-sgx  libpal.so            [.] PalEventSet
     0.01%             5  pal-sgx  libpal.so            [.] _PalStreamSecureInit
     0.01%             5  pal-sgx  libsysdb.so          [.] avl_tree_balance
     0.01%             5  pal-sgx  libsysdb.so          [.] handle_signal.localalias
     0.01%             5  pal-sgx  libsysdb.so          [.] libos_emulate_syscall
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] (anonymous namespace)::recursively_collect_lqp_subquery_expressions_by_lqp(std::unordered_map<std::shared_ptr<hyrise::AbstractLQPNode>, std::vector<std::weak_ptr<hyrise::LQPSubqueryExpression>, std::allocator<std::weak_ptr<hyrise::LQPSubqueryExpression> > >, std::hash<std::shared_ptr<hyrise::AbstractLQPNode> >, std::equal_to<std::shared_ptr<hyrise::AbstractLQPNode> >, std::allocator<std::pair<std::shared_ptr<hyrise::AbstractLQPNode> const, std::vector<std::weak_ptr<hyrise::LQPSubqueryExpression>, std::allocator<std::weak_ptr<hyrise::LQPSubqueryExpression> > > > > >&, std::shared_ptr<hyrise::AbstractLQPNode> const&, std::unordered_set<std::shared_ptr<hyrise::AbstractLQPNode>, std::hash<std::shared_ptr<hyrise::AbstractLQPNode> >, std::equal_to<std::shared_ptr<hyrise::AbstractLQPNode> >, std::allocator<std::shared_ptr<hyrise::AbstractLQPNode> > >&, bool) [clone .llvm.16346603061419281881]
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] (anonymous namespace)::split_results_chunk_wise<float, (hyrise::WindowFunction)0, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)0>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)0> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)0>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)0> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2}, std::shared_ptr<hyrise::RowIDPosList> >(bool, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)0>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)0> > > const&, std::vector<std::shared_ptr<hyrise::RowIDPosList>, std::allocator<std::shared_ptr<hyrise::RowIDPosList> > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)0>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)0> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<float, (hyrise::WindowFunction)0>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<float, (hyrise::WindowFunction)0> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2})::{lambda()#1}::operator()() const
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] _ZN6hyrise12AbstractTask18_try_transition_toENS_9TaskStateE$plt
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] _ZN6hyrise20resolve_segment_typeIfNS_15AbstractSegmentEZNKS_24ReferenceSegmentIterableIfLNS_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS_15segment_iterateIfLNS_10EraseTypesE0EZNS_13AggregateHash18_aggregate_segmentIfLNS_14WindowFunctionE3ENS_17EmptyAggregateKeyEEEvNS_7ChunkIDENS_8ColumnIDERKS1_RSt6vectorINSt11conditionalIXsr3stdE9is_same_vIT1_N5boost9container12small_vectorImLm4ENSK_3pmr21polymorphic_allocatorImEEvEEEESG_ISI_NSN_ISI_EEE20uninitialized_vectorISI_SQ_EE4typeENSN_ISV_EEEEUlRKT_E0_EEvSF_RKSI_EUlSZ_T0_E_EEvS11_EUlS11_E_EENSt9enable_ifIXsr3stdE9is_same_vIS1_NSt12remove_constIS15_E4typeEEEvE4typeERS15_S14_
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::AbstractHistogram<int>::_assert_bin_validity()
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::ColumnVsValueTableScanImpl::_scan_non_reference_segment(hyrise::AbstractSegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::DictionarySegment<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::attribute_vector() const
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::ExpressionEvaluator::_evaluate_binary_predicate_expression(hyrise::BinaryPredicateExpression const&)
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::ReferenceSegmentIterable<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, (hyrise::EraseReferencedSegmentType)0>::MultipleChunkIterator<__gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >::_create_accessor(hyrise::ChunkID) const
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::Table::row_count() const
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::UnionAll::_on_execute()
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] hyrise::detail::AnySegmentIteratorWrapper<int, hyrise::DictionarySegmentIterable<int, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<int const*, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >, hyrise::AbstractPosList::PosListIterator<hyrise::AbstractPosList, hyrise::RowID> > >::dereference() const
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] std::__shared_ptr<hyrise::AbstractSegmentAccessor<int>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<hyrise::AbstractSegmentAccessor<int>, std::default_delete<hyrise::AbstractSegmentAccessor<int> >, void>(std::unique_ptr<hyrise::AbstractSegmentAccessor<int>, std::default_delete<hyrise::AbstractSegmentAccessor<int> > >&&)
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&)
     0.01%             4  pal-sgx  libhyrise_impl.so    [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnLikeTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, std::integral_constant<bool, false> >(hyrise::ColumnLikeTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
