# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 77K of event 'cpu-clock:HG'
# Event count (approx.): 1545460000000
#
# Overhead       Samples  Command  Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ............  .......  ....................  .............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................     0.01%             5  pal-sgx  libhyrise_impl.so     [.] void hyrise::AggregateHash::_aggregate<unsigned long>()
     0.01%             5  pal-sgx  libjemalloc.so.2      [.] extent_commit_impl
     0.01%             5  pal-sgx  libjemalloc.so.2      [.] extent_try_coalesce_impl
     0.01%             5  pal-sgx  libjemalloc.so.2      [.] extents_insert_locked
     0.01%             5  pal-sgx  libsysdb.so           [.] libos_syscall_mmap
     0.01%             5  pal-sgx  libsysdb.so           [.] malloc
     0.01%             4  pal-sgx  libc.so.6             [.] __mmap
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] _ZN6hyrise12AbstractTask18_try_transition_toENS_9TaskStateE$plt
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hsql_lex(HSQL_STYPE*, HSQL_CUST_LTYPE*, void*)
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::AbstractDereferencedColumnTableScanImpl::_scan_reference_segment(hyrise::ReferenceSegment const&, hyrise::ChunkID, hyrise::RowIDPosList&)
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::AbstractTask::execute()
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::DictionarySegment<int>::size() const
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::JoinGraphStatisticsCache::bitmask(std::shared_ptr<hyrise::AbstractLQPNode const> const&) const
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::StoredTableNode::_on_shallow_hash() const
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] hyrise::TableScan::_on_execute()
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] memmove$plt
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] std::shared_ptr<hyrise::ExpressionResult<float> > hyrise::ExpressionEvaluator::_evaluate_binary_with_default_null_logic<float, hyrise::STLArithmeticFunctorWrapper<std::plus> >(hyrise::AbstractExpression const&, hyrise::AbstractExpression const&)
     0.01%             4  pal-sgx  libhyrise_impl.so     [.] std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >::~vector()
     0.01%             4  pal-sgx  libjemalloc.so.2      [.] arena_bin_malloc_hard
     0.01%             4  pal-sgx  libjemalloc.so.2      [.] extent_merge_impl
     0.01%             4  pal-sgx  libjemalloc.so.2      [.] extent_rtree_leaf_elms_lookup
     0.01%             4  pal-sgx  libjemalloc.so.2      [.] je_base_extent_hooks_get
     0.01%             4  pal-sgx  libpal.so             [.] _PalSystemTimeQuery
     0.01%             4  pal-sgx  libsysdb.so           [.] libos_emulate_syscall
     0.00%             3  pal-sgx  libc.so.6             [.] clock_gettime@@GLIBC_2.17
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] (anonymous namespace)::split_results_chunk_wise<int, (hyrise::WindowFunction)4, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2}, std::shared_ptr<hyrise::RowIDPosList> >(bool, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > > const&, std::vector<std::shared_ptr<hyrise::RowIDPosList>, std::allocator<std::shared_ptr<hyrise::RowIDPosList> > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)4>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)4> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2})::{lambda()#1}::operator()() const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] (anonymous namespace)::split_results_chunk_wise<int, (hyrise::WindowFunction)5, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2}, std::shared_ptr<hyrise::RowIDPosList> >(bool, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > > const&, std::vector<std::shared_ptr<hyrise::RowIDPosList>, std::allocator<std::shared_ptr<hyrise::RowIDPosList> > >&, std::vector<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> >, std::allocator<std::vector<bool, boost::container::pmr::polymorphic_allocator<bool> > > >&, (anonymous namespace)::write_groupby_output<std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > > >(std::shared_ptr<hyrise::Table const> const&, std::vector<std::shared_ptr<hyrise::WindowFunctionExpression>, std::allocator<std::shared_ptr<hyrise::WindowFunctionExpression> > > const&, std::vector<hyrise::ColumnID, std::allocator<hyrise::ColumnID> > const&, std::vector<hyrise::AggregateResult<int, (hyrise::WindowFunction)5>, boost::container::pmr::polymorphic_allocator<hyrise::AggregateResult<int, (hyrise::WindowFunction)5> > > const&, std::vector<hyrise::TableColumnDefinition, std::allocator<hyrise::TableColumnDefinition> >&, std::vector<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > >, std::allocator<std::vector<std::shared_ptr<hyrise::AbstractSegment>, boost::container::pmr::polymorphic_allocator<std::shared_ptr<hyrise::AbstractSegment> > > > >&)::{lambda(auto:1, auto:2, hyrise::ChunkID)#2})::{lambda()#1}::operator()() const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] _ZN5boost4hana6detail8variadic11foldl1_implILj6ENS0_4whenILb1EEEE5applyIZN6hyrise28resolve_encoded_segment_typeINSt7__cxx1112basic_stringIcSt11char_traitsIcENS_9container3pmr21polymorphic_allocatorIcEEEEZNKS8_24ReferenceSegmentIterableISI_LNS8_26EraseReferencedSegmentTypeE0EE18_on_with_iteratorsIZNS8_15segment_iterateISI_LNS8_10EraseTypesE0EZZZNS8_13AggregateHash26_partition_by_groupby_keysINSE_12small_vectorImLm4ENSG_ImEEvEEEESt6vectorINSt11conditionalIXsr3stdE9is_same_vIT_ST_EESU_ISW_NSG_ISW_EEE20uninitialized_vectorISW_SX_EE4typeENSG_IS12_EEEvENKUlvE_clEvENKUlSW_E_clINS0_10basic_typeISI_EEEEDaSW_EUlRKSW_E_EEvRKNS8_15AbstractSegmentERKT1_EUlSW_T0_E_EEvS1B_EUlS1B_E_EEvRKNS8_22AbstractEncodedSegmentERKS1J_EUlSW_S1J_E_bRKNS0_4pairINS8_13enum_constantINS8_12EncodingTypeELS1U_1EEENS0_9type_implINS8_12TemplateTypeINS8_17DictionarySegmentEEEE1_EEERKNS1S_INS1T_IS1U_LS1U_2EEENS1W_INS1X_INS8_16RunLengthSegmentEEEE1_EEERKNS1S_INS1T_IS1U_LS1U_3EEENS1W_INS1X_INS8_28FixedStringDictionarySegmentEEEE1_EEERKNS1S_INS1T_IS1U_LS1U_4EEENS1W_INS1X_INS8_23FrameOfReferenceSegmentEEEE1_EEERKNS1S_INS1T_IS1U_LS1U_5EEENS1W_INS1X_INS8_10LZ4SegmentEEEE1_EEEEEDcOSW_OS1J_OS1G_OT2_OT3_OT4_OT5_
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] _ZSt11_Hash_bytesPKvmm$plt
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] boost::unordered::detail::foa::table_locator<boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, int> boost::unordered::detail::foa::table_core<boost::unordered::detail::foa::flat_set_types<int>, boost::unordered::detail::foa::group15<boost::unordered::detail::foa::plain_integral>, boost::unordered::detail::foa::table_arrays, boost::unordered::detail::foa::plain_size_control, std::hash<int>, std::equal_to<int>, boost::container::pmr::polymorphic_allocator<int> >::unchecked_emplace_with_rehash<int>(unsigned long, int&&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::AbstractHistogram<int>::does_not_contain(hyrise::PredicateCondition, boost::variant<boost::detail::variant::over_sequence<boost::mpl::l_item<mpl_::long_<6l>, hyrise::NullValue, boost::mpl::l_item<mpl_::long_<5l>, int, boost::mpl::l_item<mpl_::long_<4l>, long, boost::mpl::l_item<mpl_::long_<3l>, float, boost::mpl::l_item<mpl_::long_<2l>, double, boost::mpl::l_item<mpl_::long_<1l>, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::mpl::l_end> > > > > > >> const&, std::optional<boost::variant<boost::detail::variant::over_sequence<boost::mpl::l_item<mpl_::long_<6l>, hyrise::NullValue, boost::mpl::l_item<mpl_::long_<5l>, int, boost::mpl::l_item<mpl_::long_<4l>, long, boost::mpl::l_item<mpl_::long_<3l>, float, boost::mpl::l_item<mpl_::long_<2l>, double, boost::mpl::l_item<mpl_::long_<1l>, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, boost::mpl::l_end> > > > > > >> > const&) const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::AbstractHistogram<int>::split_at_bin_bounds(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::AbstractLQPNode::output_expressions() const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::Chunk::set_immutable()
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::EqualDistinctCountHistogram<float>::from_column(hyrise::Table const&, hyrise::ColumnID, unsigned long, hyrise::HistogramDomain<float, void> const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::MultiPredicateJoinEvaluator::FieldComparator<std::not_equal_to<void>, int, int>::compare(hyrise::RowID const&, hyrise::RowID const&) const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::Projection::_on_execute()::$_2::operator()() const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::ReferenceSegment::~ReferenceSegment()
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::ValueSegment<std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >::~ValueSegment()
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] hyrise::detail::AnySegmentIteratorWrapper<int, hyrise::DictionarySegmentIterable<int, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<int const*, std::vector<int, boost::container::pmr::polymorphic_allocator<int> > >, hyrise::AbstractPosList::PosListIterator<hyrise::AbstractPosList, hyrise::RowID> > >::dereference() const
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] pthread_mutex_unlock$plt
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::_Function_handler<void (), hyrise::partition_by_radix<int, int, true>(std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > const&, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)::{lambda()#2}>::_M_invoke(std::_Any_data const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >::swap(std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::pair<std::__detail::_Node_iterator<std::pair<std::shared_ptr<hyrise::AbstractExpression const> const, std::shared_ptr<hyrise::BaseExpressionResult> >, false, true>, bool> std::_Hashtable<std::shared_ptr<hyrise::AbstractExpression const>, std::pair<std::shared_ptr<hyrise::AbstractExpression const> const, std::shared_ptr<hyrise::BaseExpressionResult> >, std::allocator<std::pair<std::shared_ptr<hyrise::AbstractExpression const> const, std::shared_ptr<hyrise::BaseExpressionResult> > >, std::__detail::_Select1st, hyrise::ExpressionSharedPtrEqual, hyrise::ExpressionSharedPtrHash, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_emplace<std::pair<std::shared_ptr<hyrise::AbstractExpression const> const, std::shared_ptr<hyrise::BaseExpressionResult> > >(std::integral_constant<bool, true>, std::pair<std::shared_ptr<hyrise::AbstractExpression const> const, std::shared_ptr<hyrise::BaseExpressionResult> >&&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::shared_ptr<hyrise::ExpressionResult<float> > hyrise::ExpressionEvaluator::_evaluate_binary_with_default_null_logic<float, hyrise::STLArithmeticFunctorWrapper<std::minus> >(hyrise::AbstractExpression const&, hyrise::AbstractExpression const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::shared_ptr<hyrise::GenericHistogram<int> > hyrise::CardinalityEstimator::estimate_inner_equi_join_with_histograms<int>(hyrise::AbstractHistogram<int> const&, hyrise::AbstractHistogram<int> const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] std::vector<hyrise::Partition<int>, std::allocator<hyrise::Partition<int> > > hyrise::materialize_input<int, int, false>(std::shared_ptr<hyrise::Table const> const&, hyrise::ColumnID, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >&, unsigned long, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> >&, boost::dynamic_bitset<unsigned long, std::allocator<unsigned long> > const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void boost::container::vector<unsigned long, boost::container::small_vector_allocator<unsigned long, boost::container::pmr::polymorphic_allocator<void>, void>, void>::assign<boost::container::vec_iterator<unsigned long*, true> >(boost::container::vec_iterator<unsigned long*, true>, boost::container::vec_iterator<unsigned long*, true>, boost::move_detail::disable_if_or<void, boost::move_detail::is_same<boost::move_detail::integral_constant<unsigned int, 1u>, boost::move_detail::integral_constant<unsigned int, 0u> >, boost::move_detail::is_convertible<boost::container::vec_iterator<unsigned long*, true>, unsigned long>, boost::container::dtl::is_input_iterator<boost::container::vec_iterator<unsigned long*, true>, has_iterator_category<boost::container::vec_iterator<unsigned long*, true> >::value>, boost::move_detail::bool_<false> >::type*)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnLikeTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, std::integral_constant<bool, false> >(hyrise::ColumnLikeTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned short>, hyrise::AbstractPosList::PosListIterator<hyrise::EntireChunkPosList, hyrise::RowID> >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::greater_equal<void> >(std::greater_equal<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned short>, hyrise::AbstractPosList::PosListIterator<hyrise::EntireChunkPosList, hyrise::RowID> >, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned short>, hyrise::AbstractPosList::PosListIterator<hyrise::EntireChunkPosList, hyrise::RowID> >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void hyrise::AbstractTableScanImpl::_scan_with_iterators<true, hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::not_equal_to<void> >(std::not_equal_to<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, std::integral_constant<bool, false> >(hyrise::ColumnVsValueTableScanImpl::_scan_dictionary_segment(hyrise::BaseDictionarySegment const&, hyrise::ChunkID, hyrise::RowIDPosList&, std::shared_ptr<hyrise::AbstractPosList const> const&)::$_1::operator()<std::not_equal_to<void> >(std::not_equal_to<void>) const::{lambda(auto:1 const&)#1}, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::AttributeVectorIterable::PointAccessIterator<hyrise::FixedWidthIntegerDecompressor<unsigned char>, __gnu_cxx::__normal_iterator<hyrise::RowID const*, std::vector<hyrise::RowID, boost::container::pmr::polymorphic_allocator<hyrise::RowID> > > >, hyrise::ChunkID, hyrise::RowIDPosList&, std::integral_constant<bool, false>)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void hyrise::STLComparisonFunctorWrapper<std::equal_to>::operator()<int, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(int&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&)
     0.00%             3  pal-sgx  libhyrise_impl.so     [.] void hyrise::STLComparisonFunctorWrapper<std::not_equal_to>::operator()<int, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > >(int&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, boost::container::pmr::polymorphic_allocator<char> > const&)
